Angle,Linear Error,Angular Error,Left Speed,Right Speed,Weg Extension
0.7,0.3,0.4,0.590139,0.303643,0.804173
0.7,0.3,0.5,0.574687,0.353655,0.85057
0.7,0.3,0.6,0.559088,0.40709,0.887512
0.7,0.3,0.7,0.543371,0.462816,0.916221
0.7,0.3,0.8,0.527567,0.519488,0.938114
0.7,0.3,0.9,0.511708,0.575662,0.95457
0.7,0.3,1,0.495825,0.629947,0.966804
0.7,0.4,0,0.695318,0.140148,0.543214
0.7,0.4,0.1,0.681692,0.169798,0.62241
0.7,0.4,0.2,0.667749,0.204231,0.69557
0.7,0.4,0.3,0.653505,0.243597,0.76002
0.7,0.4,0.4,0.63898,0.287807,0.814465
0.7,0.4,0.5,0.624197,0.336471,0.858852
0.7,0.4,0.6,0.609178,0.388871,0.894002
0.7,0.4,0.7,0.59395,0.443971,0.921202
0.7,0.4,0.8,0.578539,0.500485,0.941876
0.7,0.4,0.9,0.562974,0.556986,0.957376
0.7,0.4,1,0.547283,0.612051,0.96888
0.7,0.5,0,0.737207,0.131232,0.559714
0.7,0.5,0.1,0.724713,0.159345,0.637955
0.7,0.5,0.2,0.711857,0.192148,0.709509
0.7,0.5,0.3,0.698651,0.229859,0.771976
0.7,0.5,0.4,0.685107,0.272473,0.824335
0.7,0.5,0.5,0.67124,0.319709,0.866747
0.7,0.5,0.6,0.657069,0.370958,0.90016
0.7,0.5,0.7,0.642612,0.425286,0.92591
0.7,0.5,0.8,0.627891,0.481481,0.945422
0.7,0.5,0.9,0.612929,0.538148,0.960017
0.7,0.5,1,0.59775,0.593847,0.97083
0.7,0.6,0,0.775198,0.122802,0.576082
0.7,0.6,0.1,0.763932,0.14942,0.653217
0.7,0.6,0.2,0.752282,0.180619,0.723064
0.7,0.6,0.3,0.740252,0.216673,0.783505
0.7,0.6,0.4,0.72785,0.257661,0.833787
0.7,0.6,0.5,0.715083,0.3034,0.874265
0.7,0.6,0.6,0.701962,0.353393,0.905997
0.7,0.6,0.7,0.688501,0.406812,0.930359
0.7,0.6,0.8,0.674713,0.46253,0.948764
0.7,0.6,0.9,0.660616,0.519201,0.962501
0.7,0.6,1,0.646228,0.575381,0.972661
0.7,0.7,0,0.80912,0.114842,0.592285
0.7,0.7,0.1,0.799113,0.14001,0.66817
0.7,0.7,0.2,0.788719,0.169636,0.736221
0.7,0.7,0.3,0.777936,0.204044,0.794607
0.7,0.7,0.4,0.766766,0.243385,0.842828
0.7,0.7,0.5,0.755211,0.287571,0.881417
0.7,0.7,0.6,0.743275,0.336214,0.911527
0.7,0.7,0.7,0.730964,0.388598,0.934559
0.7,0.7,0.8,0.718287,0.443687,0.951911
0.7,0.7,0.9,0.705253,0.500197,0.964835
0.7,0.7,1,0.691875,0.556703,0.97438
0.7,0.8,0,0.838986,0.107335,0.60829
0.7,0.8,0.1,0.830216,0.131101,0.682791
0.7,0.8,0.2,0.821071,0.159191,0.748971
0.7,0.8,0.3,0.811545,0.19197,0.80528
0.7,0.8,0.4,0.801634,0.229655,0.851464
0.7,0.8,0.5,0.791336,0.272245,0.888214
0.7,0.8,0.6,0.78065,0.319459,0.916761
0.7,0.8,0.7,0.769576,0.370689,0.938522
0.7,0.8,0.8,0.758116,0.425005,0.954874
0.7,0.8,0.9,0.746274,0.481194,0.96703
0.7,0.8,1,0.734056,0.537862,0.975993
0.7,0.9,0,0.864959,0.100263,0.624065
0.7,0.9,0.1,0.857363,0.122678,0.697061
0.7,0.9,0.2,0.849415,0.149274,0.761304
0.7,0.9,0.3,0.841106,0.180449,0.815528
0.7,0.9,0.4,0.832429,0.216478,0.859705
0.7,0.9,0.5,0.823377,0.257441,0.894668
0.7,0.9,0.6,0.813946,0.303157,0.921712
0.7,0.9,0.7,0.804132,0.35313,0.94226
0.7,0.9,0.8,0.79393,0.406535,0.957663
0.7,0.9,0.9,0.78334,0.462245,0.969092
0.7,0.9,1,0.772363,0.518913,0.977508
0.7,1,0,0.887305,0.0936077,0.639582
0.7,1,0.1,0.880793,0.114725,0.71096
0.7,1,0.2,0.873958,0.139871,0.773214
0.7,1,0.3,0.866791,0.169474,0.825354
0.7,1,0.4,0.859282,0.203857,0.867559
0.7,1,0.5,0.851422,0.243173,0.900791
0.7,1,0.6,0.843204,0.287336,0.926392
0.7,1,0.7,0.834619,0.335958,0.945785
0.7,1,0.8,0.825661,0.388325,0.960287
0.7,1,0.9,0.816324,0.443404,0.971029
0.7,1,1,0.806605,0.49991,0.978929
0.8,0,0,0.56832,0.1823,0.471962
0.8,0,0.1,0.552669,0.218601,0.553354
0.8,0,0.2,0.536913,0.259832,0.631982
0.8,0,0.3,0.521082,0.305798,0.704169
0.8,0,0.4,0.50521,0.355983,0.767408
0.8,0,0.5,0.489327,0.409547,0.820572
0.8,0,0.6,0.473465,0.465346,0.863743
0.8,0,0.7,0.457657,0.522026,0.89782
0.8,0,0.8,0.441933,0.578144,0.924123
0.8,0,0.9,0.426325,0.632315,0.944077
0.8,0,1,0.410863,0.683339,0.959016
0.8,0.1,0,0.618078,0.171236,0.488612
0.8,0.1,0.1,0.602971,0.205888,0.569777
0.8,0.1,0.2,0.587665,0.245476,0.647357
0.8,0.1,0.3,0.572187,0.289896,0.717874
0.8,0.1,0.4,0.556567,0.338745,0.779102
0.8,0.1,0.5,0.540834,0.391291,0.830185
0.8,0.1,0.6,0.525019,0.446483,0.871405
0.8,0.1,0.7,0.509154,0.503027,0.903779
0.8,0.1,0.8,0.49327,0.559494,0.92867
0.8,0.1,0.9,0.4774,0.614463,0.947496
0.8,0.1,1,0.461576,0.666658,0.961559
0.8,0.2,0,0.665477,0.160712,0.505287
0.8,0.2,0.1,0.651187,0.193732,0.586048
0.8,0.2,0.2,0.636619,0.231664,0.662432
0.8,0.2,0.3,0.621796,0.274494,0.731186
0.8,0.2,0.4,0.606743,0.321925,0.790369
0.8,0.2,0.5,0.591483,0.373334,0.839384
0.8,0.2,0.6,0.576045,0.427774,0.878697
0.8,0.2,0.7,0.560458,0.48402,0.909426
0.8,0.2,0.8,0.54475,0.540675,0.932965
0.8,0.2,0.9,0.528953,0.596297,0.950718
0.8,0.2,1,0.513097,0.64955,0.963951
0.8,0.3,0,0.709756,0.150717,0.521951
0.8,0.3,0.1,0.696494,0.182129,0.602133
0.8,0.3,0.2,0.682898,0.218404,0.677184
0.8,0.3,0.3,0.668981,0.259611,0.744095
0.8,0.3,0.4,0.654763,0.305554,0.801208
0.8,0.3,0.5,0.640262,0.35572,0.848175
0.8,0.3,0.6,0.6255,0.409269,0.88563
0.8,0.3,0.7,0.610501,0.46506,0.914773
0.8,0.3,0.8,0.595291,0.521739,0.937018
0.8,0.3,0.9,0.579894,0.577864,0.953751
0.8,0.3,1,0.564341,0.632047,0.966198
0.8,0.4,0,0.750373,0.141239,0.538566
0.8,0.4,0.1,0.738282,0.171073,0.618001
0.8,0.4,0.2,0.725821,0.2057,0.691591
0.8,0.4,0.3,0.712996,0.245263,0.756589
0.8,0.4,0.4,0.69982,0.289659,0.81162
0.8,0.4,0.5,0.686305,0.338488,0.856568
0.8,0.4,0.6,0.672466,0.391017,0.892215
0.8,0.4,0.7,0.658321,0.446199,0.919832
0.8,0.4,0.8,0.643888,0.50274,0.940842
0.8,0.4,0.9,0.629189,0.559211,0.956606
0.8,0.4,1,0.614247,0.61419,0.968311
0.8,0.5,0,0.787011,0.132264,0.555095
0.8,0.5,0.1,0.776166,0.160557,0.63362
0.8,0.5,0.2,0.764933,0.193553,0.705635
0.8,0.5,0.3,0.753317,0.231459,0.768664
0.8,0.5,0.4,0.74132,0.274265,0.821608
0.8,0.5,0.5,0.72895,0.321674,0.86457
0.8,0.5,0.6,0.716214,0.373065,0.898465
0.8,0.5,0.7,0.703124,0.427492,0.924616
0.8,0.5,0.8,0.689692,0.483733,0.944448
0.8,0.5,0.9,0.675932,0.540389,0.959292
0.8,0.5,1,0.661861,0.59602,0.970295
0.8,0.6,0,0.819565,0.123777,0.571504
0.8,0.6,0.1,0.809977,0.15057,0.648964
0.8,0.6,0.2,0.800004,0.181958,0.7193
0.8,0.6,0.3,0.789644,0.218208,0.780313
0.8,0.6,0.4,0.778895,0.25939,0.831177
0.8,0.6,0.5,0.767759,0.30531,0.872193
0.8,0.6,0.6,0.756237,0.355456,0.904391
0.8,0.6,0.7,0.744334,0.408991,0.929136
0.8,0.6,0.8,0.732056,0.464773,0.947846
0.8,0.6,0.9,0.719411,0.521452,0.961819
0.8,0.6,1,0.706408,0.577583,0.972158
0.8,0.7,0,0.848103,0.115762,0.587757
0.8,0.7,0.1,0.839735,0.141099,0.664006
0.8,0.7,0.2,0.830998,0.17091,0.73257
0.8,0.7,0.3,0.821886,0.205513,0.791535
0.8,0.7,0.4,0.812394,0.24505,0.840332
0.8,0.7,0.5,0.802517,0.289423,0.879447
0.8,0.7,0.6,0.792253,0.33823,0.910005
0.8,0.7,0.7,0.781601,0.390743,0.933404
0.8,0.7,0.8,0.770561,0.445915,0.951047
0.8,0.7,0.9,0.759134,0.502452,0.964195
0.8,0.7,1,0.747326,0.558927,0.973908
0.8,0.8,0,0.872828,0.108202,0.603821
0.8,0.8,0.1,0.865607,0.132132,0.678723
0.8,0.8,0.2,0.858042,0.160402,0.745435
0.8,0.8,0.3,0.850125,0.193373,0.802328
0.8,0.8,0.4,0.841848,0.231255,0.849081
0.8,0.8,0.5,0.833203,0.274036,0.886342
0.8,0.8,0.6,0.824185,0.321423,0.915321
0.8,0.8,0.7,0.814787,0.372796,0.937433
0.8,0.8,0.8,0.805006,0.427211,0.954061
0.8,0.8,0.9,0.794838,0.483446,0.966428
0.8,0.8,1,0.784283,0.540104,0.975551
0.8,0.9,0,0.894032,0.101079,0.619663
0.8,0.9,0.1,0.887859,0.123652,0.693093
0.8,0.9,0.2,0.881375,0.150423,0.757885
0.8,0.9,0.3,0.87457,0.181787,0.812695
0.8,0.9,0.4,0.867432,0.218012,0.857432
0.8,0.9,0.5,0.859953,0.259169,0.892891
0.8,0.9,0.6,0.852124,0.305066,0.920351
0.8,0.9,0.7,0.843937,0.355193,0.941234
0.8,0.9,0.8,0.835385,0.408713,0.956898
0.8,0.9,0.9,0.82646,0.464487,0.968526
0.8,0.9,1,0.817156,0.521165,0.977093
0.8,1,0,0.912056,0.0943758,0.635255
0.8,1,0.1,0.906824,0.115644,0.707098
0.8,1,0.2,0.901315,0.14096,0.769915
0.8,1,0.3,0.895517,0.170747,0.822639
0.8,1,0.4,0.889421,0.205325,0.865394
0.8,1,0.5,0.883015,0.244837,0.899106
0.8,1,0.6,0.87629,0.289186,0.925106
0.8,1,0.7,0.869236,0.337973,0.944817
0.8,1,0.8,0.861843,0.390469,0.959567
0.8,1,0.9,0.854102,0.445631,0.970497
0.8,1,1,0.846004,0.502165,0.978539
0.9,0,0,0.634252,0.183649,0.467299
0.9,0,0.1,0.61939,0.220145,0.548722
0.9,0,0.2,0.604301,0.261571,0.627618
0.9,0,0.3,0.589011,0.307716,0.700254
0.9,0,0.4,0.573548,0.358054,0.764049
0.9,0,0.5,0.557939,0.41173,0.8178
0.9,0,0.6,0.542214,0.467591,0.861524
0.9,0,0.7,0.526405,0.524276,0.896089
0.9,0,0.8,0.510543,0.580343,0.9228
0.9,0,0.9,0.49466,0.634409,0.94308
0.9,0,1,0.478788,0.685288,0.958274
0.9,0.1,0,0.68068,0.17252,0.483936
0.9,0.1,0.1,0.666714,0.207367,0.565182
0.9,0.1,0.2,0.652449,0.24715,0.643071
0.9,0.1,0.3,0.637904,0.291756,0.714067
0.9,0.1,0.4,0.623103,0.340769,0.775863
0.9,0.1,0.5,0.608068,0.393441,0.82753
0.9,0.1,0.6,0.592826,0.448714,0.869293
0.9,0.1,0.7,0.577403,0.505282,0.902139
0.9,0.1,0.8,0.561827,0.561716,0.92742
0.9,0.1,0.9,0.546128,0.616597,0.946557
0.9,0.1,1,0.530338,0.66866,0.960861
0.9,0.2,0,0.723782,0.161932,0.500607
0.9,0.2,0.1,0.7109,0.195145,0.581499
0.9,0.2,0.2,0.697669,0.233273,0.658233
0.9,0.2,0.3,0.6841,0.276294,0.727491
0.9,0.2,0.4,0.670211,0.323897,0.78725
0.9,0.2,0.5,0.656018,0.375447,0.836844
0.9,0.2,0.6,0.641541,0.429983,0.876688
0.9,0.2,0.7,0.626802,0.486273,0.907872
0.9,0.2,0.8,0.611823,0.542914,0.931785
0.9,0.2,0.9,0.596629,0.598467,0.949833
0.9,0.2,1,0.581248,0.6516,0.963294
0.9,0.3,0,0.763091,0.151875,0.517278
0.9,0.3,0.1,0.751413,0.183476,0.59764
0.9,0.3,0.2,0.739355,0.219948,0.673078
0.9,0.3,0.3,0.726926,0.261349,0.740514
0.9,0.3,0.4,0.714132,0.307471,0.798209
0.9,0.3,0.5,0.700987,0.35779,0.845749
0.9,0.3,0.6,0.687501,0.411451,0.88372
0.9,0.3,0.7,0.67369,0.467304,0.913302
0.9,0.3,0.8,0.65957,0.523989,0.935905
0.9,0.3,0.9,0.645162,0.580063,0.952918
0.9,0.3,1,0.630485,0.634143,0.965582
0.9,0.4,0,0.798364,0.142336,0.53391
0.9,0.4,0.1,0.787941,0.172356,0.613572
0.9,0.4,0.2,0.77713,0.207178,0.687584
0.9,0.4,0.3,0.765932,0.246936,0.753125
0.9,0.4,0.4,0.754348,0.291519,0.808741
0.9,0.4,0.5,0.742385,0.340511,0.854252
0.9,0.4,0.6,0.730047,0.393167,0.890402
0.9,0.4,0.7,0.717343,0.448429,0.918441
0.9,0.4,0.8,0.704284,0.504995,0.939792
0.9,0.4,0.9,0.690881,0.561433,0.955822
0.9,0.4,1,0.677149,0.616325,0.967731
0.9,0.5,0,0.829558,0.133302,0.550468
0.9,0.5,0.1,0.820385,0.161776,0.629264
0.9,0.5,0.2,0.810831,0.194964,0.701732
0.9,0.5,0.3,0.800892,0.233068,0.765318
0.9,0.5,0.4,0.790566,0.276064,0.818848
0.9,0.5,0.5,0.779851,0.323645,0.862363
0.9,0.5,0.6,0.768749,0.375177,0.896744
0.9,0.5,0.7,0.757261,0.429701,0.923301
0.9,0.5,0.8,0.745391,0.485986,0.943458
0.9,0.5,0.9,0.733145,0.542629,0.958555
0.9,0.5,1,0.720532,0.59819,0.969751
0.9,0.6,0,0.856792,0.124758,0.566914
0.9,0.6,0.1,0.848818,0.151727,0.644688
0.9,0.6,0.2,0.840482,0.183304,0.715504
0.9,0.6,0.3,0.831778,0.219751,0.777087
0.9,0.6,0.4,0.822699,0.261127,0.828534
0.9,0.6,0.5,0.81324,0.307226,0.870092
0.9,0.6,0.6,0.803397,0.357526,0.90276
0.9,0.6,0.7,0.793167,0.411173,0.927893
0.9,0.6,0.8,0.782548,0.467018,0.946913
0.9,0.6,0.9,0.771542,0.523702,0.961126
0.9,0.6,1,0.76015,0.579782,0.971647
0.9,0.7,0,0.880303,0.116688,0.583214
0.9,0.7,0.1,0.873444,0.142196,0.659817
0.9,0.7,0.2,0.866252,0.172192,0.728886
0.9,0.7,0.3,0.858718,0.206989,0.788429
0.9,0.7,0.4,0.850832,0.246722,0.837804
0.9,0.7,0.5,0.842586,0.291281,0.877448
0.9,0.7,0.6,0.833974,0.340252,0.90846
0.9,0.7,0.7,0.824989,0.392892,0.932231
0.9,0.7,0.8,0.815625,0.448145,0.950168
0.9,0.7,0.9,0.805877,0.504707,0.963543
0.9,0.7,1,0.795743,0.56115,0.973428
0.9,0.8,0,0.900402,0.109075,0.599334
0.9,0.8,0.1,0.894557,0.13317,0.674627
0.9,0.8,0.2,0.888412,0.16162,0.741866
0.9,0.8,0.3,0.881956,0.194784,0.799342
0.9,0.8,0.4,0.875178,0.232862,0.846666
0.9,0.8,0.5,0.86807,0.275834,0.884443
0.9,0.8,0.6,0.860621,0.323394,0.913859
0.9,0.8,0.7,0.852823,0.374908,0.936326
0.9,0.8,0.8,0.844668,0.429419,0.953233
0.9,0.8,0.9,0.836148,0.485699,0.965815
0.9,0.8,1,0.827256,0.542343,0.9751
0.9,0.9,0,0.917443,0.101902,0.615242
0.9,0.9,0.1,0.912501,0.124633,0.689097
0.9,0.9,0.2,0.907293,0.151579,0.754434
0.9,0.9,0.3,0.901808,0.183132,0.809829
0.9,0.9,0.4,0.896036,0.219554,0.855128
0.9,0.9,0.5,0.889967,0.260905,0.891088
0.9,0.9,0.6,0.883588,0.306981,0.918967
0.9,0.9,0.7,0.876892,0.357261,0.940189
0.9,0.9,0.8,0.869867,0.410894,0.956119
0.9,0.9,0.9,0.862503,0.466732,0.967951
0.9,0.9,1,0.854793,0.523415,0.97667
0.9,1,0,0.931789,0.0951495,0.630907
0.9,1,0.1,0.927638,0.11657,0.703206
0.9,1,0.2,0.923255,0.142056,0.766582
0.9,1,0.3,0.91863,0.172028,0.819891
0.9,1,0.4,0.913753,0.206801,0.863198
0.9,1,0.5,0.908612,0.246509,0.897395
0.9,1,0.6,0.903197,0.291044,0.923798
0.9,1,0.7,0.897497,0.339994,0.943832
0.9,1,0.8,0.891502,0.392618,0.958834
0.9,1,0.9,0.885202,0.44786,0.969957
0.9,1,1,0.878585,0.50442,0.978142
1,0,0,0.695508,0.185005,0.462642
1,0,0.1,0.681888,0.221698,0.544083
1,0,0.2,0.667948,0.263317,0.623232
1,0,0.3,0.653708,0.309641,0.696311
1,0,0.4,0.639188,0.36013,0.760658
1,0,0.5,0.624408,0.413916,0.814994
1,0,0.6,0.609393,0.469837,0.859276
1,0,0.7,0.594167,0.526525,0.894333
1,0,0.8,0.578759,0.582538,0.921456
1,0,0.9,0.563195,0.636499,0.942067
1,0,1,0.547506,0.68723,0.957519
1,0.1,0,0.737381,0.173812,0.479262
1,0.1,0.1,0.724892,0.208854,0.560576
1,0.1,0.2,0.712042,0.248832,0.638763
1,0.1,0.3,0.69884,0.293624,0.71023
1,0.1,0.4,0.685301,0.342798,0.772591
1,0.1,0.5,0.671439,0.395596,0.824842
1,0.1,0.6,0.657272,0.450946,0.867151
1,0.1,0.7,0.642819,0.507537,0.900474
1,0.1,0.8,0.628101,0.563936,0.92615
1,0.1,0.9,0.613142,0.618727,0.945602
1,0.1,1,0.597967,0.670655,0.960151
1,0.2,0,0.775355,0.16316,0.495928
1,0.2,0.1,0.764094,0.196565,0.576937
1,0.2,0.2,0.75245,0.23489,0.654009
1,0.2,0.3,0.740425,0.278101,0.723764
1,0.2,0.4,0.728028,0.325875,0.784098
1,0.2,0.5,0.715266,0.377564,0.834272
1,0.2,0.6,0.702151,0.432195,0.87465
1,0.2,0.7,0.688694,0.488527,0.906295
1,0.2,0.8,0.674911,0.545152,0.930585
1,0.2,0.9,0.660818,0.600632,0.948933
1,0.2,1,0.646434,0.653645,0.962627
1,0.3,0,0.809259,0.153041,0.512602
1,0.3,0.1,0.799257,0.184832,0.59313
1,0.3,0.2,0.788869,0.221499,0.668946
1,0.3,0.3,0.778092,0.263094,0.7369
1,0.3,0.4,0.766927,0.309395,0.795177
1,0.3,0.5,0.755377,0.359865,0.843291
1,0.3,0.6,0.743447,0.413637,0.881783
1,0.3,0.7,0.731141,0.46955,0.911809
1,0.3,0.8,0.718469,0.526238,0.934772
1,0.3,0.9,0.70544,0.582258,0.952071
1,0.3,1,0.692067,0.636233,0.964954
1,0.4,0,0.839107,0.143441,0.529249
1,0.4,0.1,0.830343,0.173647,0.609124
1,0.4,0.2,0.821203,0.208664,0.683549
1,0.4,0.3,0.811683,0.248617,0.749628
1,0.4,0.4,0.801777,0.293385,0.805829
1,0.4,0.5,0.791485,0.342539,0.851906
1,0.4,0.6,0.780804,0.395321,0.888561
1,0.4,0.7,0.769736,0.450661,0.917028
1,0.4,0.8,0.758281,0.507249,0.938724
1,0.4,0.9,0.746445,0.563653,0.955025
1,0.4,1,0.734232,0.618456,0.967141
1,0.5,0,0.865064,0.134348,0.545831
1,0.5,0.1,0.857473,0.163003,0.624886
1,0.5,0.2,0.84953,0.196384,0.697799
1,0.5,0.3,0.841226,0.234684,0.761939
1,0.5,0.4,0.832554,0.27787,0.816054
1,0.5,0.5,0.823508,0.325623,0.860126
1,0.5,0.6,0.814083,0.377294,0.894998
1,0.5,0.7,0.804273,0.431913,0.921964
1,0.5,0.8,0.794077,0.48824,0.942451
1,0.5,0.9,0.783493,0.544866,0.957805
1,0.5,1,0.772521,0.600356,0.969197
1,0.6,0,0.887395,0.125747,0.562312
1,0.6,0.1,0.880887,0.152892,0.640388
1,0.6,0.2,0.874057,0.184658,0.711678
1,0.6,0.3,0.866895,0.221301,0.773827
1,0.6,0.4,0.859391,0.262871,0.825858
1,0.6,0.5,0.851536,0.309149,0.867961
1,0.6,0.6,0.843323,0.3596,0.901104
1,0.6,0.7,0.834743,0.413358,0.926631
1,0.6,0.8,0.82579,0.469264,0.945964
1,0.6,0.9,0.816459,0.525952,0.96042
1,0.6,1,0.806745,0.581978,0.971127
1,0.7,0,0.90643,0.117621,0.578656
1,0.7,0.1,0.9009,0.1433,0.655603
1,0.7,0.2,0.89508,0.173482,0.725171
1,0.7,0.3,0.888962,0.208474,0.785289
1,0.7,0.4,0.882533,0.248403,0.835244
1,0.7,0.5,0.875784,0.293147,0.87542
1,0.7,0.6,0.868705,0.34228,0.906892
1,0.7,0.7,0.861287,0.395046,0.931039
1,0.7,0.8,0.85352,0.450376,0.949274
1,0.7,0.9,0.845396,0.506962,0.96288
1,0.7,1,0.836908,0.56337,0.97294
1,0.8,0,0.922528,0.109955,0.59483
1,0.8,0.1,0.917863,0.134214,0.670505
1,0.8,0.2,0.912944,0.162846,0.738265
1,0.8,0.3,0.907759,0.196203,0.796323
1,0.8,0.4,0.9023,0.234477,0.84422
1,0.8,0.5,0.896553,0.27764,0.882516
1,0.8,0.6,0.89051,0.32537,0.912374
1,0.8,0.7,0.884159,0.377024,0.935201
1,0.8,0.8,0.877491,0.431631,0.952392
1,0.8,0.9,0.870495,0.487952,0.965192
1,0.8,1,0.863161,0.544581,0.974642
1,0.9,0,0.936052,0.10273,0.610801
1,0.9,0.1,0.932142,0.12562,0.685072
1,0.9,0.2,0.92801,0.152743,0.750949
1,0.9,0.3,0.923648,0.184485,0.806929
1,0.9,0.4,0.919045,0.221103,0.852793
1,0.9,0.5,0.91419,0.262648,0.889258
1,0.9,0.6,0.909072,0.308904,0.917562
1,0.9,0.7,0.903682,0.359335,0.939128
1,0.9,0.8,0.898008,0.413079,0.955327
1,0.9,0.9,0.892039,0.468977,0.967365
1,0.9,1,0.885766,0.525665,0.976239
1,1,0,0.94735,0.095929,0.626537
1,1,0.1,0.944089,0.117502,0.699284
1,1,0.2,0.940639,0.143159,0.763216
1,1,0.3,0.93699,0.173317,0.81711
1,1,0.4,0.933133,0.208284,0.860972
1,1,0.5,0.929057,0.248188,0.895658
1,1,0.6,0.924754,0.292908,0.92247
1,1,0.7,0.920211,0.342021,0.942832
1,1,0.8,0.91542,0.394771,0.958089
1,1,0.9,0.910368,0.450092,0.969406
1,1,1,0.905047,0.506675,0.977739
